Reaction,Iron(II) tetrafluoroborate hexahydrate,Zinc tetrafluoroborate,Yittrium(III) trifluoromethanesulfonate,Tetrakis(acetonitrile)copper(I) tetrafluoroborate,Silver tetrafluoroborate,"1,10-Phenanthroline-2,9-dicarbaldehyde","Pyridine-2,6-dicarbaldehyde","2,2'-(Ethane-1,2-diyl)dianiline","2,2'-(Ethane-1,2-diylbis(oxy))diethanamine","2,2'-Oxydiethanamine","1,4-Phenylenedimethanamine","1,3-Benzenedimethanamine","Adamantane-1,3-diamine","4,4'-(9H-Fluorene-9,9-diyl)dianiline","(S)-4,5,6,7-Tetrahydro-benzothiazole-2,6-diamine","[2,2'-Bipyridine]-4,4'-diamine","Naphthalene-1,8-diamine","4,4'-Oxydianiline","6-Methyl-1,3,5-triazine-2,4-diamine","(R)-(+)-1,1′-Binaphthyl-2,2′-diamine",6-Methylpyridine-2-carboxaldehyde,6-Phenylpicolinaldehyde,"[2,2'-Bipyridine]-6-carbaldehyde",2-Quinolinecarboxaldehyde,5-Methylpicolinaldehyde,8-methoxyquinoline-2-carbaldehyde,"[1,8]Naphthyridine-2-carbaldehyde",4-Formyl-2-methylthiazole,6-Methoxypyridine-2-carbaldehyde,1-Methyl-2-imidazolecarboxaldehyde,1-Methyl-1H-benzimidazole-2-carbaldehyde,"4-Methyl-1,3-thiazole-2-carbaldehyde",CH3CN
"[2,2'-Oxydiethanamine, 1-Methyl-2-imidazolecarboxaldehyde, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,900.0
"[2,2'-Oxydiethanamine, Yittrium(III) trifluoromethanesulfonate, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,900.0
"[2,2'-Oxydiethanamine, Yittrium(III) trifluoromethanesulfonate, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,900.0
"[2,2'-Oxydiethanamine, Yittrium(III) trifluoromethanesulfonate, 5-Methylpicolinaldehyde]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,900.0
"[2,2'-Oxydiethanamine, Yittrium(III) trifluoromethanesulfonate, 1-Methyl-2-imidazolecarboxaldehyde]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,900.0
"[2,2'-Oxydiethanamine, 4-Formyl-2-methylthiazole, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,900.0
"[6-Methylpyridine-2-carboxaldehyde, Zinc tetrafluoroborate, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,200.0,0.0,0.0,0.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,900.0
"[2,2'-Oxydiethanamine, 4-Formyl-2-methylthiazole, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,900.0
"[2,2'-Oxydiethanamine, 4-Formyl-2-methylthiazole, Yittrium(III) trifluoromethanesulfonate]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,900.0
"[2,2'-Oxydiethanamine, Silver tetrafluoroborate, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,900.0
"[2,2'-Oxydiethanamine, Silver tetrafluoroborate, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,900.0
"[2,2'-Oxydiethanamine, Silver tetrafluoroborate, 5-Methylpicolinaldehyde]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,900.0
"[2,2'-Oxydiethanamine, Silver tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,900.0
"[2,2'-Oxydiethanamine, Silver tetrafluoroborate, 4-Formyl-2-methylthiazole]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,900.0
"[2,2'-Oxydiethanamine, 2-Quinolinecarboxaldehyde, Zinc tetrafluoroborate]",0.0,200.0,0.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,900.0
"[2,2'-Oxydiethanamine, 2-Quinolinecarboxaldehyde, Iron(II) tetrafluoroborate hexahydrate]",200.0,0.0,0.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,900.0
"[2,2'-Oxydiethanamine, 2-Quinolinecarboxaldehyde, Yittrium(III) trifluoromethanesulfonate]",0.0,0.0,200.0,0.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,900.0
"[2,2'-Oxydiethanamine, 2-Quinolinecarboxaldehyde, Silver tetrafluoroborate]",0.0,0.0,0.0,0.0,200.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,900.0
"[2,2'-Oxydiethanamine, 2-Quinolinecarboxaldehyde, Silver tetrafluoroborate]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,800.0
"[2,2'-Oxydiethanamine, Silver tetrafluoroborate, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[2,2'-Oxydiethanamine, Silver tetrafluoroborate, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[2,2'-Oxydiethanamine, Silver tetrafluoroborate, 5-Methylpicolinaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[2,2'-Oxydiethanamine, Silver tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[2,2'-Oxydiethanamine, Silver tetrafluoroborate, 4-Formyl-2-methylthiazole]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,800.0
"[2,2'-Oxydiethanamine, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[2,2'-Oxydiethanamine, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[2,2'-Oxydiethanamine, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 5-Methylpicolinaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[2,2'-Oxydiethanamine, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[2,2'-Oxydiethanamine, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 4-Formyl-2-methylthiazole]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,800.0
"[2,2'-Oxydiethanamine, Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 2-Quinolinecarboxaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 6-Methylpyridine-2-carboxaldehyde, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 6-Methylpyridine-2-carboxaldehyde, 4,4'-Oxydianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 1,4-Phenylenedimethanamine, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 6-Methoxypyridine-2-carbaldehyde, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Silver tetrafluoroborate, 6-Methoxypyridine-2-carbaldehyde, 4,4'-Oxydianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Silver tetrafluoroborate, 6-Methoxypyridine-2-carbaldehyde, 1,4-Phenylenedimethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Silver tetrafluoroborate, Naphthalene-1,8-diamine, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 4,4'-(9H-Fluorene-9,9-diyl)dianiline, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, Naphthalene-1,8-diamine, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Silver tetrafluoroborate, 4,4'-(9H-Fluorene-9,9-diyl)dianiline, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Silver tetrafluoroborate, 5-Methylpicolinaldehyde, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 5-Methylpicolinaldehyde, 4,4'-Oxydianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 5-Methylpicolinaldehyde, 1,4-Phenylenedimethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 5-Methylpicolinaldehyde, Naphthalene-1,8-diamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 5-Methylpicolinaldehyde, 4,4'-(9H-Fluorene-9,9-diyl)dianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 1,3-Benzenedimethanamine, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 1,3-Benzenedimethanamine, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Silver tetrafluoroborate, 1,3-Benzenedimethanamine, 5-Methylpicolinaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[Silver tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde, 4,4'-Oxydianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[Silver tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde, 1,4-Phenylenedimethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[Silver tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde, Naphthalene-1,8-diamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[Silver tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde, 4,4'-(9H-Fluorene-9,9-diyl)dianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[6-Methylpyridine-2-carboxaldehyde, Zinc tetrafluoroborate, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,200.0,0.0,0.0,0.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,900.0
"[Silver tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Silver tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline, 5-Methylpicolinaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Silver tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde, 1,3-Benzenedimethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[Silver tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline, 1-Methyl-2-imidazolecarboxaldehyde]",0.0,0.0,0.0,0.0,300.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[Silver tetrafluoroborate, 4-Formyl-2-methylthiazole, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,800.0
"[Silver tetrafluoroborate, 4-Formyl-2-methylthiazole, 4,4'-Oxydianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,800.0
"[Silver tetrafluoroborate, 4-Formyl-2-methylthiazole, 1,4-Phenylenedimethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,800.0
"[Silver tetrafluoroborate, 4-Formyl-2-methylthiazole, Naphthalene-1,8-diamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,800.0
"[Silver tetrafluoroborate, 4-Formyl-2-methylthiazole, 4,4'-(9H-Fluorene-9,9-diyl)dianiline]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,800.0
"[Silver tetrafluoroborate, 4-Formyl-2-methylthiazole, 1,3-Benzenedimethanamine]",0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,800.0
"[Silver tetrafluoroborate, 4-Formyl-2-methylthiazole, 2,2'-(Ethane-1,2-diyl)dianiline]",0.0,0.0,0.0,0.0,300.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 6-Methylpyridine-2-carboxaldehyde, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 6-Methylpyridine-2-carboxaldehyde, 4,4'-Oxydianiline]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1,4-Phenylenedimethanamine, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 6-Methoxypyridine-2-carbaldehyde, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 6-Methoxypyridine-2-carbaldehyde, 4,4'-Oxydianiline]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 6-Methoxypyridine-2-carbaldehyde, 1,4-Phenylenedimethanamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, Naphthalene-1,8-diamine, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 4,4'-(9H-Fluorene-9,9-diyl)dianiline, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, Naphthalene-1,8-diamine, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 4,4'-(9H-Fluorene-9,9-diyl)dianiline, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 5-Methylpicolinaldehyde, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 5-Methylpicolinaldehyde, 4,4'-Oxydianiline]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 5-Methylpicolinaldehyde, 1,4-Phenylenedimethanamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 5-Methylpicolinaldehyde, Naphthalene-1,8-diamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 5-Methylpicolinaldehyde, 4,4'-(9H-Fluorene-9,9-diyl)dianiline]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1,3-Benzenedimethanamine, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1,3-Benzenedimethanamine, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1,3-Benzenedimethanamine, 5-Methylpicolinaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde, 2,2'-(Ethane-1,2-diylbis(oxy))diethanamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde, 4,4'-Oxydianiline]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde, 1,4-Phenylenedimethanamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline, 6-Methylpyridine-2-carboxaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde, Naphthalene-1,8-diamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde, 4,4'-(9H-Fluorene-9,9-diyl)dianiline]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline, 6-Methoxypyridine-2-carbaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline, 5-Methylpicolinaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 1-Methyl-2-imidazolecarboxaldehyde, 1,3-Benzenedimethanamine]",0.0,0.0,0.0,300.0,0.0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
"[Tetrakis(acetonitrile)copper(I) tetrafluoroborate, 2,2'-(Ethane-1,2-diyl)dianiline, 1-Methyl-2-imidazolecarboxaldehyde]",0.0,0.0,0.0,300.0,0.0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,800.0
