INDEX,FILE_NAME,FILE_TEXT,MS_FILE,MS_TUNE_FILE,INLET_FILE,SAMPLE_LOCATION,INJ_VOL
1,23batch11,23batch11,SupraChemCage,SupraChemCage,SupraChemCage,1:1,1
2,518,518,SupraChemCage,SupraChemCage,SupraChemCage,1:2,1
3,519,519,SupraChemCage,SupraChemCage,SupraChemCage,1:3,1
4,520,520,SupraChemCage,SupraChemCage,SupraChemCage,1:4,1
5,521,521,SupraChemCage,SupraChemCage,SupraChemCage,1:5,1
6,522,522,SupraChemCage,SupraChemCage,SupraChemCage,1:6,1
7,523,523,SupraChemCage,SupraChemCage,SupraChemCage,1:7,1
8,524,524,SupraChemCage,SupraChemCage,SupraChemCage,1:8,1
9,525,525,SupraChemCage,SupraChemCage,SupraChemCage,1:9,1
10,526,526,SupraChemCage,SupraChemCage,SupraChemCage,1:10,1
11,527,527,SupraChemCage,SupraChemCage,SupraChemCage,1:11,1
12,528,528,SupraChemCage,SupraChemCage,SupraChemCage,1:12,1
13,529,529,SupraChemCage,SupraChemCage,SupraChemCage,1:13,1
14,530,530,SupraChemCage,SupraChemCage,SupraChemCage,1:14,1
15,531,531,SupraChemCage,SupraChemCage,SupraChemCage,1:15,1
16,532,532,SupraChemCage,SupraChemCage,SupraChemCage,1:16,1
17,533,533,SupraChemCage,SupraChemCage,SupraChemCage,1:17,1
18,534,534,SupraChemCage,SupraChemCage,SupraChemCage,1:18,1
19,535,535,SupraChemCage,SupraChemCage,SupraChemCage,1:19,1
20,536,536,SupraChemCage,SupraChemCage,SupraChemCage,1:20,1
21,537,537,SupraChemCage,SupraChemCage,SupraChemCage,1:21,1
22,538,538,SupraChemCage,SupraChemCage,SupraChemCage,1:22,1
23,539,539,SupraChemCage,SupraChemCage,SupraChemCage,1:23,1
24,540,540,SupraChemCage,SupraChemCage,SupraChemCage,1:24,1
25,541,541,SupraChemCage,SupraChemCage,SupraChemCage,1:25,1
26,542,542,SupraChemCage,SupraChemCage,SupraChemCage,1:26,1
27,543,543,SupraChemCage,SupraChemCage,SupraChemCage,1:27,1
28,544,544,SupraChemCage,SupraChemCage,SupraChemCage,1:28,1
29,545,545,SupraChemCage,SupraChemCage,SupraChemCage,1:29,1
30,546,546,SupraChemCage,SupraChemCage,SupraChemCage,1:30,1
31,547,547,SupraChemCage,SupraChemCage,SupraChemCage,1:31,1
32,548,548,SupraChemCage,SupraChemCage,SupraChemCage,1:32,1
33,549,549,SupraChemCage,SupraChemCage,SupraChemCage,1:33,1
34,550,550,SupraChemCage,SupraChemCage,SupraChemCage,1:34,1
35,551,551,SupraChemCage,SupraChemCage,SupraChemCage,1:35,1
36,552,552,SupraChemCage,SupraChemCage,SupraChemCage,1:36,1
37,553,553,SupraChemCage,SupraChemCage,SupraChemCage,1:37,1
38,554,554,SupraChemCage,SupraChemCage,SupraChemCage,1:38,1
39,555,555,SupraChemCage,SupraChemCage,SupraChemCage,1:39,1
40,556,556,SupraChemCage,SupraChemCage,SupraChemCage,1:40,1
41,557,557,SupraChemCage,SupraChemCage,SupraChemCage,1:41,1
42,558,558,SupraChemCage,SupraChemCage,SupraChemCage,1:42,1
43,559,559,SupraChemCage,SupraChemCage,SupraChemCage,1:43,1
44,560,560,SupraChemCage,SupraChemCage,SupraChemCage,1:44,1
45,561,561,SupraChemCage,SupraChemCage,SupraChemCage,1:45,1
46,562,562,SupraChemCage,SupraChemCage,SupraChemCage,1:46,1
47,563,563,SupraChemCage,SupraChemCage,SupraChemCage,1:47,1
48,564,564,SupraChemCage,SupraChemCage,SupraChemCage,1:48,1
