INDEX,FILE_NAME,FILE_TEXT,MS_FILE,MS_TUNE_FILE,INLET_FILE,SAMPLE_LOCATION,INJ_VOL
1,23batch12,23batch12,SupraChemCage,SupraChemCage,SupraChemCage,1:1,1
2,565,565,SupraChemCage,SupraChemCage,SupraChemCage,1:2,1
3,566,566,SupraChemCage,SupraChemCage,SupraChemCage,1:3,1
4,567,567,SupraChemCage,SupraChemCage,SupraChemCage,1:4,1
5,568,568,SupraChemCage,SupraChemCage,SupraChemCage,1:5,1
6,569,569,SupraChemCage,SupraChemCage,SupraChemCage,1:6,1
7,570,570,SupraChemCage,SupraChemCage,SupraChemCage,1:7,1
8,571,571,SupraChemCage,SupraChemCage,SupraChemCage,1:8,1
9,572,572,SupraChemCage,SupraChemCage,SupraChemCage,1:9,1
10,573,573,SupraChemCage,SupraChemCage,SupraChemCage,1:10,1
11,574,574,SupraChemCage,SupraChemCage,SupraChemCage,1:11,1
12,575,575,SupraChemCage,SupraChemCage,SupraChemCage,1:12,1
13,576,576,SupraChemCage,SupraChemCage,SupraChemCage,1:13,1
14,577,577,SupraChemCage,SupraChemCage,SupraChemCage,1:14,1
15,578,578,SupraChemCage,SupraChemCage,SupraChemCage,1:15,1
16,579,579,SupraChemCage,SupraChemCage,SupraChemCage,1:16,1
17,580,580,SupraChemCage,SupraChemCage,SupraChemCage,1:17,1
18,581,581,SupraChemCage,SupraChemCage,SupraChemCage,1:18,1
19,582,582,SupraChemCage,SupraChemCage,SupraChemCage,1:19,1
20,583,583,SupraChemCage,SupraChemCage,SupraChemCage,1:20,1
21,584,584,SupraChemCage,SupraChemCage,SupraChemCage,1:21,1
22,585,585,SupraChemCage,SupraChemCage,SupraChemCage,1:22,1
23,586,586,SupraChemCage,SupraChemCage,SupraChemCage,1:23,1
24,587,587,SupraChemCage,SupraChemCage,SupraChemCage,1:24,1
25,588,588,SupraChemCage,SupraChemCage,SupraChemCage,1:25,1
26,589,589,SupraChemCage,SupraChemCage,SupraChemCage,1:26,1
27,590,590,SupraChemCage,SupraChemCage,SupraChemCage,1:27,1
28,591,591,SupraChemCage,SupraChemCage,SupraChemCage,1:28,1
29,592,592,SupraChemCage,SupraChemCage,SupraChemCage,1:29,1
30,593,593,SupraChemCage,SupraChemCage,SupraChemCage,1:30,1
31,594,594,SupraChemCage,SupraChemCage,SupraChemCage,1:31,1
32,595,595,SupraChemCage,SupraChemCage,SupraChemCage,1:32,1
33,596,596,SupraChemCage,SupraChemCage,SupraChemCage,1:33,1
34,597,597,SupraChemCage,SupraChemCage,SupraChemCage,1:34,1
35,598,598,SupraChemCage,SupraChemCage,SupraChemCage,1:35,1
36,599,599,SupraChemCage,SupraChemCage,SupraChemCage,1:36,1
37,600,600,SupraChemCage,SupraChemCage,SupraChemCage,1:37,1
38,601,601,SupraChemCage,SupraChemCage,SupraChemCage,1:38,1
39,602,602,SupraChemCage,SupraChemCage,SupraChemCage,1:39,1
40,603,603,SupraChemCage,SupraChemCage,SupraChemCage,1:40,1
41,604,604,SupraChemCage,SupraChemCage,SupraChemCage,1:41,1
42,605,605,SupraChemCage,SupraChemCage,SupraChemCage,1:42,1
43,606,606,SupraChemCage,SupraChemCage,SupraChemCage,1:43,1
44,607,607,SupraChemCage,SupraChemCage,SupraChemCage,1:44,1
45,608,608,SupraChemCage,SupraChemCage,SupraChemCage,1:45,1
46,609,609,SupraChemCage,SupraChemCage,SupraChemCage,1:46,1
47,610,610,SupraChemCage,SupraChemCage,SupraChemCage,1:47,1
48,611,611,SupraChemCage,SupraChemCage,SupraChemCage,1:48,1
