INDEX,FILE_NAME,FILE_TEXT,MS_FILE,MS_TUNE_FILE,INLET_FILE,SAMPLE_LOCATION,INJ_VOL
1,23batch14,23batch14,SupraChemCage,SupraChemCage,SupraChemCage,1:1,1
2,659,659,SupraChemCage,SupraChemCage,SupraChemCage,1:2,1
3,660,660,SupraChemCage,SupraChemCage,SupraChemCage,1:3,1
4,661,661,SupraChemCage,SupraChemCage,SupraChemCage,1:4,1
5,662,662,SupraChemCage,SupraChemCage,SupraChemCage,1:5,1
6,663,663,SupraChemCage,SupraChemCage,SupraChemCage,1:6,1
7,664,664,SupraChemCage,SupraChemCage,SupraChemCage,1:7,1
8,665,665,SupraChemCage,SupraChemCage,SupraChemCage,1:8,1
9,666,666,SupraChemCage,SupraChemCage,SupraChemCage,1:9,1
10,667,667,SupraChemCage,SupraChemCage,SupraChemCage,1:10,1
11,668,668,SupraChemCage,SupraChemCage,SupraChemCage,1:11,1
12,669,669,SupraChemCage,SupraChemCage,SupraChemCage,1:12,1
13,670,670,SupraChemCage,SupraChemCage,SupraChemCage,1:13,1
14,671,671,SupraChemCage,SupraChemCage,SupraChemCage,1:14,1
15,672,672,SupraChemCage,SupraChemCage,SupraChemCage,1:15,1
16,673,673,SupraChemCage,SupraChemCage,SupraChemCage,1:16,1
17,674,674,SupraChemCage,SupraChemCage,SupraChemCage,1:17,1
18,675,675,SupraChemCage,SupraChemCage,SupraChemCage,1:18,1
19,676,676,SupraChemCage,SupraChemCage,SupraChemCage,1:19,1
20,677,677,SupraChemCage,SupraChemCage,SupraChemCage,1:20,1
21,678,678,SupraChemCage,SupraChemCage,SupraChemCage,1:21,1
22,679,679,SupraChemCage,SupraChemCage,SupraChemCage,1:22,1
23,680,680,SupraChemCage,SupraChemCage,SupraChemCage,1:23,1
24,681,681,SupraChemCage,SupraChemCage,SupraChemCage,1:24,1
25,682,682,SupraChemCage,SupraChemCage,SupraChemCage,1:25,1
26,683,683,SupraChemCage,SupraChemCage,SupraChemCage,1:26,1
27,684,684,SupraChemCage,SupraChemCage,SupraChemCage,1:27,1
28,685,685,SupraChemCage,SupraChemCage,SupraChemCage,1:28,1
29,686,686,SupraChemCage,SupraChemCage,SupraChemCage,1:29,1
30,687,687,SupraChemCage,SupraChemCage,SupraChemCage,1:30,1
31,688,688,SupraChemCage,SupraChemCage,SupraChemCage,1:31,1
32,689,689,SupraChemCage,SupraChemCage,SupraChemCage,1:32,1
33,690,690,SupraChemCage,SupraChemCage,SupraChemCage,1:33,1
34,691,691,SupraChemCage,SupraChemCage,SupraChemCage,1:34,1
35,692,692,SupraChemCage,SupraChemCage,SupraChemCage,1:35,1
36,693,693,SupraChemCage,SupraChemCage,SupraChemCage,1:36,1
37,694,694,SupraChemCage,SupraChemCage,SupraChemCage,1:37,1
38,695,695,SupraChemCage,SupraChemCage,SupraChemCage,1:38,1
39,696,696,SupraChemCage,SupraChemCage,SupraChemCage,1:39,1
40,697,697,SupraChemCage,SupraChemCage,SupraChemCage,1:40,1
41,698,698,SupraChemCage,SupraChemCage,SupraChemCage,1:41,1
42,699,699,SupraChemCage,SupraChemCage,SupraChemCage,1:42,1
43,700,700,SupraChemCage,SupraChemCage,SupraChemCage,1:43,1
44,701,701,SupraChemCage,SupraChemCage,SupraChemCage,1:44,1
45,702,702,SupraChemCage,SupraChemCage,SupraChemCage,1:45,1
46,703,703,SupraChemCage,SupraChemCage,SupraChemCage,1:46,1
47,704,704,SupraChemCage,SupraChemCage,SupraChemCage,1:47,1
48,705,705,SupraChemCage,SupraChemCage,SupraChemCage,1:48,1
