INDEX,FILE_NAME,FILE_TEXT,MS_FILE,MS_TUNE_FILE,INLET_FILE,SAMPLE_LOCATION,INJ_VOL
1,23batch9,23batch9,SupraChemCage,SupraChemCage,SupraChemCage,1:1,1
2,424,424,SupraChemCage,SupraChemCage,SupraChemCage,1:2,1
3,425,425,SupraChemCage,SupraChemCage,SupraChemCage,1:3,1
4,426,426,SupraChemCage,SupraChemCage,SupraChemCage,1:4,1
5,427,427,SupraChemCage,SupraChemCage,SupraChemCage,1:5,1
6,428,428,SupraChemCage,SupraChemCage,SupraChemCage,1:6,1
7,429,429,SupraChemCage,SupraChemCage,SupraChemCage,1:7,1
8,430,430,SupraChemCage,SupraChemCage,SupraChemCage,1:8,1
9,431,431,SupraChemCage,SupraChemCage,SupraChemCage,1:9,1
10,432,432,SupraChemCage,SupraChemCage,SupraChemCage,1:10,1
11,433,433,SupraChemCage,SupraChemCage,SupraChemCage,1:11,1
12,434,434,SupraChemCage,SupraChemCage,SupraChemCage,1:12,1
13,435,435,SupraChemCage,SupraChemCage,SupraChemCage,1:13,1
14,436,436,SupraChemCage,SupraChemCage,SupraChemCage,1:14,1
15,437,437,SupraChemCage,SupraChemCage,SupraChemCage,1:15,1
16,438,438,SupraChemCage,SupraChemCage,SupraChemCage,1:16,1
17,439,439,SupraChemCage,SupraChemCage,SupraChemCage,1:17,1
18,440,440,SupraChemCage,SupraChemCage,SupraChemCage,1:18,1
19,441,441,SupraChemCage,SupraChemCage,SupraChemCage,1:19,1
20,442,442,SupraChemCage,SupraChemCage,SupraChemCage,1:20,1
21,443,443,SupraChemCage,SupraChemCage,SupraChemCage,1:21,1
22,444,444,SupraChemCage,SupraChemCage,SupraChemCage,1:22,1
23,445,445,SupraChemCage,SupraChemCage,SupraChemCage,1:23,1
24,446,446,SupraChemCage,SupraChemCage,SupraChemCage,1:24,1
25,447,447,SupraChemCage,SupraChemCage,SupraChemCage,1:25,1
26,448,448,SupraChemCage,SupraChemCage,SupraChemCage,1:26,1
27,449,449,SupraChemCage,SupraChemCage,SupraChemCage,1:27,1
28,450,450,SupraChemCage,SupraChemCage,SupraChemCage,1:28,1
29,451,451,SupraChemCage,SupraChemCage,SupraChemCage,1:29,1
30,452,452,SupraChemCage,SupraChemCage,SupraChemCage,1:30,1
31,453,453,SupraChemCage,SupraChemCage,SupraChemCage,1:31,1
32,454,454,SupraChemCage,SupraChemCage,SupraChemCage,1:32,1
33,455,455,SupraChemCage,SupraChemCage,SupraChemCage,1:33,1
34,456,456,SupraChemCage,SupraChemCage,SupraChemCage,1:34,1
35,457,457,SupraChemCage,SupraChemCage,SupraChemCage,1:35,1
36,458,458,SupraChemCage,SupraChemCage,SupraChemCage,1:36,1
37,459,459,SupraChemCage,SupraChemCage,SupraChemCage,1:37,1
38,460,460,SupraChemCage,SupraChemCage,SupraChemCage,1:38,1
39,461,461,SupraChemCage,SupraChemCage,SupraChemCage,1:39,1
40,462,462,SupraChemCage,SupraChemCage,SupraChemCage,1:40,1
41,463,463,SupraChemCage,SupraChemCage,SupraChemCage,1:41,1
42,464,464,SupraChemCage,SupraChemCage,SupraChemCage,1:42,1
43,465,465,SupraChemCage,SupraChemCage,SupraChemCage,1:43,1
44,466,466,SupraChemCage,SupraChemCage,SupraChemCage,1:44,1
45,467,467,SupraChemCage,SupraChemCage,SupraChemCage,1:45,1
46,468,468,SupraChemCage,SupraChemCage,SupraChemCage,1:46,1
47,469,469,SupraChemCage,SupraChemCage,SupraChemCage,1:47,1
48,470,470,SupraChemCage,SupraChemCage,SupraChemCage,1:48,1
